CVE_AGENTE,RAMO,RECIBO,POLIZA,SERIE,PRIMA_AL_COBRO,PORCENTAJE_COM,IMPORTE_COM,IVA,ISR,IMPUESTO_CEDULAR,RETENCION,IMPORTE_NETO,FECHA_APLICACION
'00002467,0192    ,'12335772F         ,'00006131,0412, 84.47, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0197    ,'12490011F         ,'00007024,0312, 25.14, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0911    ,'12541495F         ,'00011524,0104, 1825.43, 16%, 292.09, 46.73, 0, 0, 0, 338.82,20200707
'00002467,0956    ,'12576919F         ,'00000583,0101, 11670.24, 15%, 1750.57, 280.11, 0, 0, 0, 2030.68,20200707
'00002467,0192    ,'12662613F         ,'00003279,0212, 34.9, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0196    ,'12782163F         ,'00075274,0101, 1078, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0196    ,'12782623F         ,'00083041,0101, 2156, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0191    ,'12786645F         ,'01029233,0101, 2301.06, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0192    ,'12788986F         ,'00006130,0101, 2156, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0197    ,'12789088F         ,'00007406,0101, 2701, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0197    ,'12789089F         ,'00007406,0101, 1158, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0197    ,'12789129F         ,'00007844,0101, 1078, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0197    ,'12789145F         ,'00009118,0101, 3000, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0191    ,'12793571F         ,'01001316,0101, 1265, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0192    ,'12793835F         ,'00003971,0101, 1903, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0196    ,'12798398F         ,'00100340,0101, 3085, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0196    ,'12798399F         ,'00100340,0101, 3085, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0191    ,'12800434F         ,'01017686,0101, 1190, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0192    ,'12801449F         ,'00003580,0101, 2431, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0192    ,'12801450F         ,'00003581,0101, 2431, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0197    ,'12801678F         ,'00007024,0101, 1078, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0197    ,'12801679F         ,'00007024,0101, 1078, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0191    ,'12816084F         ,'01007382,0101, 2000, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0192    ,'12818055F         ,'00004458,0101, 2000.02, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0192    ,'12818151F         ,'00005108,0101, 2301, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0192    ,'12818354F         ,'00006131,0101, 3233.92, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0197    ,'12818456F         ,'00008799,0101, 2057, 0%, 0, 0, 0, 0, 0, 0,20200707
'00002467,0191    ,'12822743F         ,'01008235,0101, 15000, 0%, 0, 0, 0, 0, 0, 0,20200707
